molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,target_chembl_id,target_organism
CHEMBL208809,C[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NC1CC1,IC50,133.0,nM,CHEMBL4822,Homo sapiens
CHEMBL208808,CCNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1,IC50,242.0,nM,CHEMBL4822,Homo sapiens
CHEMBL211937,C[C@@H](NC(=O)c1cc(C(=O)N[C@H](CN)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,IC50,5900.0,nM,CHEMBL4822,Homo sapiens
CHEMBL380257,C[C@@H](NC(=O)c1cc(C(=O)N[C@H](CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,IC50,630.0,nM,CHEMBL4822,Homo sapiens
CHEMBL211899,CC(C)CNC(=O)[C@H](CCS(C)(=O)=O)NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1,IC50,17500.0,nM,CHEMBL4822,Homo sapiens
CHEMBL379781,CC(C)CNC(=O)[C@H](CCO)NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1,IC50,751.0,nM,CHEMBL4822,Homo sapiens
CHEMBL211563,CCC[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCC(C)C,IC50,17.0,nM,CHEMBL4822,Homo sapiens
CHEMBL209372,CC[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCC(C)C,IC50,20.0,nM,CHEMBL4822,Homo sapiens
CHEMBL379513,CC(C)CNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1,IC50,22.0,nM,CHEMBL4822,Homo sapiens
CHEMBL384678,CC(C)CNC(=O)CNC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1,IC50,3710.0,nM,CHEMBL4822,Homo sapiens
CHEMBL210022,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CC[C@H]2CCCN[C@H]2C(=O)N[C@@H](C)C(=O)N1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL437496,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CC[C@@H]2CCCN[C@@H]2C(=O)N[C@@H](C)C(=O)N1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL439148,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CC[C@H]2CNCC[C@H]2C(=O)N[C@@H](C)C(=O)N1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL211193,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CC[C@@H]2CNCC[C@@H]2C(=O)N[C@@H](C)C(=O)N1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL210240,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CS[C@H]2CCCN[C@H]2C(=O)N[C@@H](C)C(=O)N1,IC50,190.0,nM,CHEMBL4822,Homo sapiens
CHEMBL211194,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CS[C@@H]2CCCN[C@@H]2C(=O)N[C@@H](C)C(=O)N1,IC50,12000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL213300,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CS[C@H]2CNCC[C@H]2C(=O)N[C@@H](C)C(=O)N1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL210176,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CS[C@@H]2CNCC[C@@H]2C(=O)N[C@@H](C)C(=O)N1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL377149,CCCCNC(=O)[C@@H](NC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1)C(C)C,IC50,156.0,nM,CHEMBL4822,Homo sapiens
CHEMBL208681,CCCCNC(=O)[C@@H](NC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C\CSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1)C(C)C,IC50,1970.0,nM,CHEMBL4822,Homo sapiens
CHEMBL212102,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1COC/C=C/CSC[C@H](NC(C)=O)C(=O)N[C@@H](C)C(=O)N1,IC50,1120.0,nM,CHEMBL4822,Homo sapiens
CHEMBL425424,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCc2ccc(cc2)CSC[C@H](NC(C)=O)C(=O)N[C@@H](C)C(=O)N1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL377548,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1COC/C=C/CSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,IC50,510.0,nM,CHEMBL4822,Homo sapiens
CHEMBL213595,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1COC/C=C/COC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,IC50,20300.0,nM,CHEMBL4822,Homo sapiens
CHEMBL379824,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1COCCCCOC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL211384,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](CC(C)C)NC(C)=O,IC50,100.0,nM,CHEMBL4822,Homo sapiens
CHEMBL209795,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(C)=O,IC50,120.0,nM,CHEMBL4822,Homo sapiens
CHEMBL209847,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CSC[C@H](N)C(=O)N[C@@H](C)C(=O)N1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL212321,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CSCCC(=O)N[C@@H](C)C(=O)N1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL211848,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C\CSCCC(=O)N[C@@H](C)C(=O)N1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL213830,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCCCCCCSC[C@H](NC(C)=O)C(=O)N[C@@H](C)C(=O)N1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL213858,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCCCCCSC[C@H](NC(C)=O)C(=O)N[C@@H](C)C(=O)N1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL211152,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCCCCSC[C@H](NC(C)=O)C(=O)N[C@@H](C)C(=O)N1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL378897,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,IC50,1300.0,nM,CHEMBL4822,Homo sapiens
CHEMBL211499,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C\CSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,IC50,9000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL212357,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCc2ccc(cc2)CSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL211107,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCCCCCCSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL211432,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCCCCCSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,IC50,16900.0,nM,CHEMBL4822,Homo sapiens
CHEMBL213301,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSCCCCSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1,IC50,20000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL209632,O=C(Nc1cc(-c2ccccc2)ccc1N1CCNCC1)c1cc2ccccc2oc1=O.O=C(O)C(F)(F)F,IC50,580.0,nM,CHEMBL4822,Homo sapiens
CHEMBL212578,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(Cc2ccccc2)CC1)c1cc2ccccc2oc1=O,IC50,151.0,nM,CHEMBL4822,Homo sapiens
CHEMBL210451,CC(C)(C)OC(=O)N1CCN(c2ccc(-c3ccccc3)cc2NC(=O)c2cc3ccccc3oc2=O)CC1,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL209052,COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCN(CCO)CC3)c(=O)oc12,IC50,1000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL379100,COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCOCC3)c(=O)oc12,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL211214,O=C(Nc1cc(Br)ccc1N1CCN(CCO)CC1)c1cc2ccccc2oc1=O,IC50,630.0,nM,CHEMBL4822,Homo sapiens
CHEMBL212873,O=C(Nc1cc(Br)ccc1N1CCOCC1)c1cc2ccccc2oc1=O,IC50,10000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL211097,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(C(=O)CCCCC2SCCS2)CC1)c1cccc2ccccc12,IC50,3800.0,nM,CHEMBL4822,Homo sapiens
CHEMBL212627,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(C(=O)c2ccccc2)CC1)c1cccc2ccccc12,IC50,79.0,nM,CHEMBL4822,Homo sapiens
CHEMBL208903,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(CC[C@@H](O)c2ccccc2)CC1)c1cccc2ccccc12,IC50,46.0,nM,CHEMBL4822,Homo sapiens
CHEMBL378052,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(CC[C@H](O)c2ccccc2)CC1)c1cccc2ccccc12,IC50,69.0,nM,CHEMBL4822,Homo sapiens
CHEMBL379820,NCCCCCN1CCN(c2ccc(-c3ccccc3)cc2NC(=O)c2cccc3ccccc23)CC1,IC50,68.0,nM,CHEMBL4822,Homo sapiens
CHEMBL379067,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(CCCCCN2C(=O)c3ccccc3C2=O)CC1)c1cccc2ccccc12,IC50,100.0,nM,CHEMBL4822,Homo sapiens
CHEMBL211256,CCOC(=O)CN1CCN(c2ccc(-c3ccccc3)cc2NC(=O)c2cccc3ccccc23)CC1,IC50,90.0,nM,CHEMBL4822,Homo sapiens
CHEMBL377581,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(CCO)CC1)c1cccc2ccccc12,IC50,110.0,nM,CHEMBL4822,Homo sapiens
CHEMBL211995,O=C(Nc1cc(-c2ccccc2)ccc1N1CCNCC1)c1cccc2ccccc12,IC50,300.0,nM,CHEMBL4822,Homo sapiens
CHEMBL379334,O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(Cc2ccccc2)CC1)c1cccc2ccccc12,IC50,1250.0,nM,CHEMBL4822,Homo sapiens
CHEMBL213904,O=C(Nc1cc(Br)ccc1N1CCN(CCO)CC1)c1cccc2ccccc12,IC50,79.0,nM,CHEMBL4822,Homo sapiens
CHEMBL378032,O=C(Nc1cc(Br)ccc1N1CCNCC1)c1cccc2ccccc12,IC50,1000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL212681,O=C(Nc1cc(Br)ccc1N1CCOCC1)c1cccc2ccccc12,IC50,20000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL255838,CC(C)[C@H](NC(=O)[C@@H](N)CNC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,IC50,5.6,nM,CHEMBL4822,Homo sapiens
CHEMBL411711,CC(C)[C@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,IC50,3.3,nM,CHEMBL4822,Homo sapiens
CHEMBL380381,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,IC50,6.5,nM,CHEMBL4822,Homo sapiens
CHEMBL384496,CC[C@H](NCC1Cc2cccc(c2)OCCNC(=O)c2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)N1)C(=O)NCC(C)C,IC50,5400.0,nM,CHEMBL4822,Homo sapiens
CHEMBL264296,CNC(=O)c1cc(C(=O)NC(CO)Cc2cccc(OC)c2)cc(N(C)S(C)(=O)=O)c1,IC50,100000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL385374,CCCC[C@H](NC[C@@H]1Cc2cccc(c2)CCCCc2cc(cc(N(CCC)S(C)(=O)=O)c2)C(=O)N1)C(=O)NCC(C)C,IC50,4.0,nM,CHEMBL4822,Homo sapiens
CHEMBL217374,CC[C@H](NCC1Cc2cccc(c2)CCCCc2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)N1)C(=O)NCC(C)C,IC50,90.0,nM,CHEMBL4822,Homo sapiens
CHEMBL214963,CC[C@H](NCC1Cc2cccc(c2)CCCCCc2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)N1)C(=O)NCC(C)C,IC50,1100.0,nM,CHEMBL4822,Homo sapiens
CHEMBL386666,CN(c1cc2cc(c1)C(=O)NC(CO)Cc1cccc(c1)OCCNC2=O)S(C)(=O)=O,IC50,2900.0,nM,CHEMBL4822,Homo sapiens
CHEMBL217068,N=C(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccccc1,IC50,3700.0,nM,CHEMBL4822,Homo sapiens
CHEMBL401587,CCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2CC(=O)/N=C(/N)NCCCO)cc1,IC50,110.0,nM,CHEMBL4822,Homo sapiens
CHEMBL403819,N/C(=N/C(=O)Cn1c(-c2ccccc2)ccc1C12CC3CC(CC(C3)C1)C2)NCCCO,IC50,240.0,nM,CHEMBL4822,Homo sapiens
CHEMBL253237,CC(=O)c1ccc(Oc2ccc(-c3ccc(-c4ccccc4Cl)n3CC(=O)NC(=N)N)cc2)cc1,IC50,160.0,nM,CHEMBL4822,Homo sapiens
CHEMBL402330,NC(N)=NC(=O)Cn1c(-c2ccccc2)ccc1C12CC3CC(CC(C3)C1)C2,IC50,600.0,nM,CHEMBL4822,Homo sapiens
CHEMBL219601,C[C@@H](NC(=O)c1cc(-c2nnc([C@](C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,IC50,65.0,nM,CHEMBL4822,Homo sapiens
CHEMBL218451,C[C@@H](NC(=O)c1cc(COC(=O)[C@](C)(N)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,IC50,27.0,nM,CHEMBL4822,Homo sapiens
CHEMBL373423,C[C@@H](NC(=O)c1cc(COC[C@](C)(N)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,IC50,430.0,nM,CHEMBL4822,Homo sapiens
CHEMBL386445,C[C@@H](NC(=O)c1cc(COC[C@@](N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,IC50,1370.0,nM,CHEMBL4822,Homo sapiens
CHEMBL218846,C[C@@H](NC(=O)c1cc(C(=O)NC(CO)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,IC50,2700.0,nM,CHEMBL4822,Homo sapiens
CHEMBL375217,C[C@@H](NC(=O)c1cc(C(=O)OCC(N)(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,IC50,200.0,nM,CHEMBL4822,Homo sapiens
CHEMBL216593,C[C@@H](NC(=O)c1cc(C2=NC(CO)(Cc3ccccc3)CO2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,IC50,12500.0,nM,CHEMBL4822,Homo sapiens
CHEMBL375540,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CN[C@@H](C)C(=O)NCC(C)C)c1,IC50,130.0,nM,CHEMBL4822,Homo sapiens
CHEMBL221597,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)c1,IC50,20.0,nM,CHEMBL4822,Homo sapiens
CHEMBL373533,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(I)c2)c1,IC50,5.0,nM,CHEMBL4822,Homo sapiens
CHEMBL221086,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2ccccc2)c1,IC50,130.0,nM,CHEMBL4822,Homo sapiens
CHEMBL265862,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNC(C)(C)C(=O)NCC(C)C)c1,IC50,200.0,nM,CHEMBL4822,Homo sapiens
CHEMBL265861,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CN[C@@H](C)C(=O)NCC(C)C)c1,IC50,70.0,nM,CHEMBL4822,Homo sapiens
CHEMBL220813,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CN[C@H](C)C(=O)NCC(C)C)c1,IC50,500.0,nM,CHEMBL4822,Homo sapiens
CHEMBL61236,Nc1ccc2ccccc2n1,IC50,2000000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL219680,Nc1cccc(CCc2ccccc2)n1,IC50,2000000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL221118,Nc1cccc(CCc2ccc3cc[nH]c3c2)n1,IC50,94000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL221170,COc1cccc(-c2cccc(CCc3cccc(N)n3)c2)c1,IC50,25000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL220895,CCCOc1cncc(-c2cccc(CNc3cccnc3N)c2)c1,IC50,24000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL220396,COc1cncc(-c2cccc(CNc3cccnc3N)c2)c1,IC50,40000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL220346,Nc1ncccc1NCc1cccc(-c2cccnc2)c1,IC50,100000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL435747,Nc1ncccc1NCc1ccccc1,IC50,310000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL220428,Nc1ncccc1NCc1cc(-c2ccc3cc[nH]c3c2)ccc1OCc1ccccn1,IC50,4200.0,nM,CHEMBL4822,Homo sapiens
CHEMBL220826,Nc1ncccc1NCc1cc(-c2ccc3cc[nH]c3c2)ccc1OCc1ccccc1,IC50,690.0,nM,CHEMBL4822,Homo sapiens
CHEMBL220896,Nc1ncccc1NCc1cccc(-c2ccc3cc[nH]c3c2)c1,IC50,9100.0,nM,CHEMBL4822,Homo sapiens
CHEMBL222533,C=CCN(CC=C)C(=O)c1cc(OCC(=O)NCCCCCN)cc(C(=O)N[C@H](C)c2ccccc2)c1,IC50,25000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL426717,C[C@@H](NC(=O)c1cc(OCC(=O)NCCCCCN)cc(OS(=O)(=O)Cc2ccccc2)c1)c1ccc(F)cc1,IC50,1400.0,nM,CHEMBL4822,Homo sapiens
CHEMBL374512,C[C@@H](NC(=O)c1cc(OCC(=O)NCCCCCN)cc(OS(=O)(=O)Cc2ccccc2)c1)c1ccccc1,IC50,100000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL222794,C[C@@H](NC(=O)c1cc(OCC(=O)NCCCCCN)cc(-c2ccccc2C#N)c1)c1ccccc1,IC50,21000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL221454,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)C(O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,IC50,15.0,nM,CHEMBL4822,Homo sapiens
CHEMBL376277,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(=O)(=O)N(C)C)c1)c1ccccc1,IC50,14.0,nM,CHEMBL4822,Homo sapiens
CHEMBL162970,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(=O)N[C@H](C)c2ccccc2)c1,IC50,41.0,nM,CHEMBL4822,Homo sapiens
CHEMBL266891,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)C)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,IC50,15.0,nM,CHEMBL4822,Homo sapiens
CHEMBL376072,CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1,IC50,15.0,nM,CHEMBL4822,Homo sapiens
CHEMBL225442,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,IC50,23.0,nM,CHEMBL4822,Homo sapiens
CHEMBL377625,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,IC50,10.0,nM,CHEMBL4822,Homo sapiens
CHEMBL222209,C[C@@H](NC(=O)c1cc(NS(C)(=O)=O)cc(C(=O)N[C@@H](Cc2ccccc2)C(O)CNC2CC2)c1)c1ccc(F)cc1,IC50,63.0,nM,CHEMBL4822,Homo sapiens
CHEMBL227641,CCCNC(=O)c1cc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NC(C)C)C(C)C)cc(N(C)S(C)(=O)=O)c1,IC50,3600.0,nM,CHEMBL4822,Homo sapiens
CHEMBL378225,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,IC50,78.0,nM,CHEMBL4822,Homo sapiens
CHEMBL390159,Cc1nc(C(C)NC(=O)c2cc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NC(C)C)C(C)C)cc(N(C)S(C)(=O)=O)c2)c(C)o1,IC50,10300.0,nM,CHEMBL4822,Homo sapiens
CHEMBL387984,CC(C)C[C@H](NC(=O)c1cc(C(=O)N[C@H](CO)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NC(C)C)C(C)C,IC50,190000.0,nM,CHEMBL4822,Homo sapiens
CHEMBL387771,CC(C)C[C@H](NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NC(C)C)C(C)C,IC50,39.0,nM,CHEMBL4822,Homo sapiens
CHEMBL227758,CC(C)C[C@H](NC(=O)c1cc(C(=O)NCc2ccccc2)cc(N(C)S(C)(=O)=O)c1)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NC(C)C)C(C)C,IC50,5600.0,nM,CHEMBL4822,Homo sapiens
CHEMBL376504,Cc1nc(CNC(=O)c2cc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NC(C)C)C(C)C)cc(N(C)S(C)(=O)=O)c2)c(C)o1,IC50,1800.0,nM,CHEMBL4822,Homo sapiens
CHEMBL397275,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(CC)c2)c1,IC50,2.0,nM,CHEMBL4822,Homo sapiens
CHEMBL394596,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)cc(C(=O)OCC)c1,IC50,132.0,nM,CHEMBL4822,Homo sapiens
CHEMBL230807,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)cc(C(=O)N(C)C)c1,IC50,70.0,nM,CHEMBL4822,Homo sapiens
CHEMBL394595,CCCN(CCC)C(=O)c1cc(C(=O)O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,IC50,30.0,nM,CHEMBL4822,Homo sapiens
CHEMBL397715,CCCN(CCC)C(=O)c1cc(C(N)=O)cc(C(=O)N[C@@H](Cc2ccc(O)cc2)[C@H](O)CNCc2cccc(OC)c2)c1,IC50,300.0,nM,CHEMBL4822,Homo sapiens
CHEMBL397714,CCCN(CCC)C(=O)c1cc(C(N)=O)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(CC)c2)c1,IC50,5.0,nM,CHEMBL4822,Homo sapiens
CHEMBL124380,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)cc(C(=O)N(CCC)CCC)c1,IC50,250.0,nM,CHEMBL4822,Homo sapiens
CHEMBL396010,CCCNC(=O)c1cc(C(N)=O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,IC50,1900.0,nM,CHEMBL4822,Homo sapiens
