action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1038836,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NO)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '6.50', 'le': '0.13', 'lle': '2.33', 'sei': '2.06'}",,CHEMBL50827,,CHEMBL50827,4.03,0,http://www.openphacts.org/units/Nanomolar,86657,=,1,1,=,,IC50,nM,,94000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,94.0
,,1039991,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CC(NC(=O)C(O)c1ccccc1Oc1ccccc1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '5.72', 'le': '0.11', 'lle': '2.25', 'sei': '1.80'}",,CHEMBL51779,,CHEMBL51779,4.85,0,http://www.openphacts.org/units/Nanomolar,86639,=,1,1,=,,IC50,nM,,14000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,14.0
,,1042335,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CC(NC(=O)[C@@H](O)c1ccccc1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '6.31', 'le': '0.12', 'lle': '3.96', 'sei': '1.83'}",,CHEMBL52545,,CHEMBL52545,4.77,0,http://www.openphacts.org/units/Nanomolar,86631,=,1,1,=,,IC50,nM,,17000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,17.0
,,1042336,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(CC(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)O)C(C)C)cc(OC)c1OC,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '4.85', 'le': '0.09', 'lle': '2.69', 'sei': '1.50'}",,CHEMBL301944,,CHEMBL301944,4.03,0,http://www.openphacts.org/units/Nanomolar,86668,=,1,1,=,,IC50,nM,,94000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,94.0
,,1045099,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CC(NC(=O)C(O)c1cccc2ccccc12)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '6.70', 'le': '0.13', 'lle': '3.44', 'sei': '2.07'}",,CHEMBL297910,,CHEMBL297910,5.40,0,http://www.openphacts.org/units/Nanomolar,86661,=,1,1,=,,IC50,nM,,4000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,4.0
,,1045100,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCNC(=O)[C@H](NC(=O)C[C@H](O)C(CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145027,J Med Chem,2003,,,CHEMBL52225,,CHEMBL52225,,0,http://www.openphacts.org/units/Nanomolar,86658,>,1,1,>,,IC50,nM,,200000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,200.0
,,1045101,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NC1C[C@@H](C(=O)O)C[C@@H](C(=O)O)C1)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '8.43', 'le': '0.17', 'lle': '4.25', 'sei': '2.61'}",,CHEMBL50930,,CHEMBL50930,6.52,0,http://www.openphacts.org/units/Nanomolar,86648,=,1,1,=,,IC50,nM,,300.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,0.3
,,1046319,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CC(NC(=O)Cc1ccc(-c2ccccc2)cc1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '5.21', 'le': '0.10', 'lle': '1.26', 'sei': '1.77'}",,CHEMBL300665,,CHEMBL300665,4.25,0,http://www.openphacts.org/units/Nanomolar,86632,=,1,1,=,,IC50,nM,,56000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,56.0
,,1046320,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CC(NC(=O)c1ccc2ccccc2c1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '5.57', 'le': '0.11', 'lle': '1.78', 'sei': '1.80'}",,CHEMBL297739,,CHEMBL297739,4.32,0,http://www.openphacts.org/units/Nanomolar,86644,=,1,1,=,,IC50,nM,,48000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,48.0
,,1048717,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '7.30', 'le': '0.14', 'lle': '6.05', 'sei': '2.18'}",,CHEMBL51386,,CHEMBL51386,6.52,0,http://www.openphacts.org/units/Nanomolar,86630,=,1,1,=,,IC50,nM,,300.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,0.3
,,1048718,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCc1ccncc1)C(C)C,,,CHEMBL1145027,J Med Chem,2003,,,CHEMBL299351,,CHEMBL299351,,0,http://www.openphacts.org/units/Nanomolar,86650,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,100.0
,,1048719,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCc1cccc(OCC(=O)O)c1)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '6.90', 'le': '0.14', 'lle': '2.32', 'sei': '2.39'}",,CHEMBL51188,,CHEMBL51188,5.30,0,http://www.openphacts.org/units/Nanomolar,86649,=,1,1,=,,IC50,nM,,5000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,5.0
,,1049875,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CC(NC(=O)Cc1cccc2ccccc12)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '5.54', 'le': '0.10', 'lle': '1.91', 'sei': '1.82'}",,CHEMBL53919,,CHEMBL53919,4.38,0,http://www.openphacts.org/units/Nanomolar,86635,=,1,1,=,,IC50,nM,,42000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,42.0
,,1049876,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CC(NC(=O)C(O)c1ccccc1OCc1ccccc1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '5.75', 'le': '0.11', 'lle': '2.57', 'sei': '1.84'}",,CHEMBL54083,,CHEMBL54083,4.96,0,http://www.openphacts.org/units/Nanomolar,86637,=,1,1,=,,IC50,nM,,11000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,11.0
,,1049877,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCc1cccc(C(=O)O)c1)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '7.31', 'le': '0.14', 'lle': '2.19', 'sei': '2.54'}",,CHEMBL300657,,CHEMBL300657,5.40,0,http://www.openphacts.org/units/Nanomolar,86652,=,1,1,=,,IC50,nM,,4000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,4.0
,,1049878,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)C(O)c1cccc2ccccc12)[C@@H](O)CC(=O)N[C@H](C(=O)NC1C[C@@H](C(=O)O)C[C@@H](C(=O)O)C1)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '8.80', 'le': '0.17', 'lle': '3.15', 'sei': '2.73'}",,CHEMBL297486,,CHEMBL297486,5.52,0,http://www.openphacts.org/units/Nanomolar,86666,=,1,1,=,,IC50,nM,,3000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,3.0
,,1051076,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)CCCCC(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '5.63', 'le': '0.11', 'lle': '3.49', 'sei': '1.61'}",,CHEMBL48843,,CHEMBL48843,4.30,0,http://www.openphacts.org/units/Nanomolar,86636,=,1,1,=,,IC50,nM,,50000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,50.0
,,1051077,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)Cc1ccc(C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)O)C(C)C)cc1,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '5.82', 'le': '0.11', 'lle': '1.96', 'sei': '1.89'}",,CHEMBL49989,,CHEMBL49989,4.55,0,http://www.openphacts.org/units/Nanomolar,86643,=,1,1,=,,IC50,nM,,28000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,28.0
,,1051078,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1CC(NC(=O)[C@H](NC(=O)C[C@H](O)C(CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C)C[C@H](C(=O)OC)C1,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '6.23', 'le': '0.12', 'lle': '2.56', 'sei': '2.20'}",,CHEMBL33417,,CHEMBL33417,5.00,0,http://www.openphacts.org/units/Nanomolar,86647,=,1,1,=,,IC50,nM,,10000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,10.0
,,1052295,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCCCC(=O)O)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '6.27', 'le': '0.13', 'lle': '2.15', 'sei': '2.04'}",,CHEMBL53648,,CHEMBL53648,4.33,0,http://www.openphacts.org/units/Nanomolar,86655,=,1,1,=,,IC50,nM,,47000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,47.0
,,1053429,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NC1CCCCC1)C(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145027,J Med Chem,2003,,,CHEMBL298141,,CHEMBL298141,,0,http://www.openphacts.org/units/Nanomolar,86660,>,1,1,>,,IC50,nM,,200000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,200.0
,,1054746,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCc1ccc2c(c1)OCO2)C(C)C,,,CHEMBL1145027,J Med Chem,2003,,,CHEMBL50313,,CHEMBL50313,,0,http://www.openphacts.org/units/Nanomolar,86651,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,100.0
,,1054747,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)C(O)c1cccc2ccccc12)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1ccc(C(=O)O)cc1)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '7.27', 'le': '0.14', 'lle': '0.99', 'sei': '2.61'}",,CHEMBL53024,,CHEMBL53024,4.30,0,http://www.openphacts.org/units/Nanomolar,86667,=,1,1,=,,IC50,nM,,50000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,50.0
,,1056000,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CC(NC(=O)Cc1ccccc1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145027,J Med Chem,2003,,,CHEMBL298126,,CHEMBL298126,,0,http://www.openphacts.org/units/Nanomolar,86634,=,1,1,=,,IC50,nM,,130000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,130.0
,,1058588,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc(C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)O)C(C)C)cc1,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '5.73', 'le': '0.11', 'lle': '2.00', 'sei': '1.83'}",,CHEMBL52317,,CHEMBL52317,4.57,0,http://www.openphacts.org/units/Nanomolar,86642,=,1,1,=,,IC50,nM,,27000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,27.0
,,1058589,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCc1ccc(C(=O)O)cc1)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '7.31', 'le': '0.14', 'lle': '2.19', 'sei': '2.54'}",,CHEMBL297913,,CHEMBL297913,5.40,0,http://www.openphacts.org/units/Nanomolar,86653,=,1,1,=,,IC50,nM,,4000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,4.0
,,1058590,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1CC(NC(=O)[C@H](NC(=O)C[C@H](O)[C@@H](Cc2cc(F)cc(F)c2)NC(=O)C(O)c2ccccc2-c2ccccc2)C(C)C)C[C@H](C(=O)OC)C1,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '9.21', 'le': '0.18', 'lle': '3.39', 'sei': '3.84'}",,CHEMBL296166,,CHEMBL296166,6.92,0,http://www.openphacts.org/units/Nanomolar,86664,=,1,1,=,,IC50,nM,,120.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,0.12
,,1059695,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CC(NC(=O)Cc1ccc(F)cc1F)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145027,J Med Chem,2003,,,CHEMBL433080,,CHEMBL433080,,0,http://www.openphacts.org/units/Nanomolar,86633,=,1,1,=,,IC50,nM,,140000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,140.0
,,1059696,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@H](C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C)c1ccccc1,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '5.91', 'le': '0.11', 'lle': '3.09', 'sei': '1.82'}",,CHEMBL301153,,CHEMBL301153,4.55,0,http://www.openphacts.org/units/Nanomolar,86641,=,1,1,=,,IC50,nM,,28000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,28.0
,,1059697,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1CC(NC(=O)[C@H](NC(=O)C[C@H](O)[C@@H](Cc2cc(F)cc(F)c2)NC(=O)C(O)c2ccccc2-c2ccccc2)C(C)C)C[C@H](C(=O)OC)C1,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '6.65', 'le': '0.13', 'lle': '1.47', 'sei': '2.77'}",,CHEMBL296166,,CHEMBL296166,5.00,0,http://www.openphacts.org/units/Nanomolar,86663,=,1,1,=,,IC50,nM,,10000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,10.0
,,1060914,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCCC(=O)O)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '6.69', 'le': '0.13', 'lle': '2.73', 'sei': '2.13'}",,CHEMBL54022,,CHEMBL54022,4.52,0,http://www.openphacts.org/units/Nanomolar,86654,=,1,1,=,,IC50,nM,,30000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,30.0
,,1063680,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)C(O)c1ccccc1Br)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1ccc(C(=O)O)cc1)C(C)C,,,CHEMBL1145027,J Med Chem,2003,"{'bei': '7.09', 'le': '0.15', 'lle': '1.48', 'sei': '2.66'}",,CHEMBL49971,,CHEMBL49971,4.40,0,http://www.openphacts.org/units/Nanomolar,86646,=,1,1,=,,IC50,nM,,40000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,40.0
,,1063681,[],CHEMBL653497,Inhibition of human beta-secretase (BACE) in MBP-C125 assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1CC(NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)C(O)c2cccc3ccccc23)C(C)C)C[C@H](C(=O)OC)C1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1145027,J Med Chem,2003,,,CHEMBL53668,,CHEMBL53668,,0,http://www.openphacts.org/units/Nanomolar,86665,=,1,1,=,,IC50,nM,,140000.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,uM,UO_0000065,,140.0
,,1077704,[],CHEMBL653502,"Tested for the inhibitory activity against human aspartyl protease (Beta-secretase), gastricin at 10 uM concentration",B,,,BAO_0000201,BAO_0000357,single protein format,CCC(Cc1ccccc1)c1cc(O)c(C(CC)c2ccccc2)c(=O)o1,,,CHEMBL1127342,J Med Chem,1994,,,CHEMBL22164,,CHEMBL22164,,0,http://qudt.org/vocab/unit#Percent,204829,=,1,1,=,,Inhibition,%,,0.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,0.0
,,1145009,[],CHEMBL711471,Binding affinity for human brain memapsin 2,B,,,BAO_0000192,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,,,CHEMBL1134775,J Med Chem,2001,"{'bei': '9.09', 'le': '0.17', 'lle': '3.37', 'sei': '2.91'}",,CHEMBL95429,,CHEMBL95429,5.50,0,http://www.openphacts.org/units/Nanomolar,180115,=,1,1,=,,Ki,nM,,3134.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Ki,nM,UO_0000065,,3134.0
,,1146580,[],CHEMBL711471,Binding affinity for human brain memapsin 2,B,,,BAO_0000192,BAO_0000019,assay format,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,,,CHEMBL1134775,J Med Chem,2001,"{'bei': '11.91', 'le': '0.23', 'lle': '4.45', 'sei': '4.92'}",,CHEMBL290001,,CHEMBL290001,8.60,0,http://www.openphacts.org/units/Nanomolar,180127,=,1,1,=,,Ki,nM,,2.5,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Ki,nM,UO_0000065,,2.5
,,1153911,[],CHEMBL711471,Binding affinity for human brain memapsin 2,B,,,BAO_0000192,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)NCc1ccccc1,,,CHEMBL1134775,J Med Chem,2001,"{'bei': '10.65', 'le': '0.21', 'lle': '5.57', 'sei': '3.31'}",,CHEMBL95424,,CHEMBL95424,7.21,0,http://www.openphacts.org/units/Nanomolar,180116,=,1,1,=,,Ki,nM,,61.4,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Ki,nM,UO_0000065,,61.4
,,1159345,[],CHEMBL711471,Binding affinity for human brain memapsin 2,B,,,BAO_0000192,BAO_0000019,assay format,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)NCc1ccccc1,,,CHEMBL1134775,J Med Chem,2001,"{'bei': '8.05', 'le': '0.15', 'lle': '3.16', 'sei': '2.46'}",,CHEMBL97631,,CHEMBL97631,4.65,0,http://www.openphacts.org/units/Nanomolar,180119,=,1,1,=,,Ki,nM,,22423.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Ki,nM,UO_0000065,,22423.0
