action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,Not Determined,35255,[],CHEMBL653504,Tested for inhibition of ranzyme B by the compound,B,,,BAO_0000179,BAO_0000357,single protein format,CCOC(=O)[C@H]1O[C@@H]1C(=O)N(CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)OCc1ccccc1)C(C)C,,,CHEMBL1149106,J Med Chem,2004,,,CHEMBL39451,,CHEMBL39451,,0,,64247,,1,0,,,k obs / 1,,,,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,k obs / 1,M-1 s-1,,,
,Not Active,35269,[],CHEMBL653506,Tested for inhibition of secreted beta-secretase 1 (SAP-2) from Candida albicans; NI = No Inhibition,B,,,BAO_0000179,BAO_0000357,single protein format,CCOC(=O)[C@H]1O[C@@H]1C(=O)N(CC(=O)O)NC(=O)[C@@H](NC(=O)C(CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)[C@@H](C)O,,,CHEMBL1149106,J Med Chem,2004,,,CHEMBL41319,,CHEMBL41319,,0,,64242,,1,0,,,k obs / 1,,,,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,k obs / 1,M-1 s-1,,,
,Not Active,38924,[],CHEMBL653506,Tested for inhibition of secreted beta-secretase 1 (SAP-2) from Candida albicans; NI = No Inhibition,B,,,BAO_0000179,BAO_0000357,single protein format,CCOC(=O)[C@H]1O[C@@H]1C(=O)N(CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)OCc1ccccc1)[C@@H](C)CC)[C@@H](C)O,,,CHEMBL1149106,J Med Chem,2004,,,CHEMBL39246,,CHEMBL39246,,0,,64237,,1,0,,,k obs / 1,,,,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,k obs / 1,M-1 s-1,,,
,Not Active,40011,[],CHEMBL653506,Tested for inhibition of secreted beta-secretase 1 (SAP-2) from Candida albicans; NI = No Inhibition,B,,,BAO_0000179,BAO_0000357,single protein format,CCOC(=O)[C@H]1O[C@@H]1C(=O)N(CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)OCc1ccccc1)C(C)C,,,CHEMBL1149106,J Med Chem,2004,,,CHEMBL41203,,CHEMBL41203,,0,,64250,,1,0,,,k obs / 1,,,,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,k obs / 1,M-1 s-1,,,
,Not Active,43619,[],CHEMBL653506,Tested for inhibition of secreted beta-secretase 1 (SAP-2) from Candida albicans; NI = No Inhibition,B,,,BAO_0000179,BAO_0000357,single protein format,CCOC(=O)[C@@H]1O[C@H]1C(=O)N(CC(=O)O)NC(=O)[C@@H](NC(=O)C(CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)OCc1ccccc1)C(C)C,,,CHEMBL1149106,J Med Chem,2004,,,CHEMBL38598,,CHEMBL38598,,0,,64246,,1,0,,,k obs / 1,,,,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,k obs / 1,M-1 s-1,,,
,Not Determined,49937,[],CHEMBL653503,Tested for inhibition of granzyme B by the compound; ND = Not determined,B,,,BAO_0000179,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N[C@@H](C)C(=O)NN(CC(=O)O)C(=O)[C@H]1O[C@@H]1CCc1ccccc1,,,CHEMBL1149106,J Med Chem,2004,,,CHEMBL431714,,CHEMBL431714,,0,,64268,,1,0,,,k obs / 1,,,,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,k obs / 1,M-1 s-1,,,
,Not Determined,49947,[],CHEMBL653503,Tested for inhibition of granzyme B by the compound; ND = Not determined,B,,,BAO_0000179,BAO_0000357,single protein format,CCOC(=O)[C@@H]1O[C@H]1C(=O)N(CC(=O)O)NC(=O)[C@@H](NC(=O)C(CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)[C@@H](C)O,,,CHEMBL1149106,J Med Chem,2004,,,CHEMBL43583,,CHEMBL43583,,0,,64241,,1,0,,,k obs / 1,,,,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,k obs / 1,M-1 s-1,,,
,Not Active,57423,[],CHEMBL653506,Tested for inhibition of secreted beta-secretase 1 (SAP-2) from Candida albicans; NI = No Inhibition,B,,,BAO_0000179,BAO_0000357,single protein format,CCOC(=O)[C@H]1O[C@@H]1C(=O)N(CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)CCc1ccccc1)C(C)C,,,CHEMBL1149106,J Med Chem,2004,,,CHEMBL38029,,CHEMBL38029,,0,,64230,,1,0,,,k obs / 1,,,,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,k obs / 1,M-1 s-1,,,
,Not Active,69072,[],CHEMBL653506,Tested for inhibition of secreted beta-secretase 1 (SAP-2) from Candida albicans; NI = No Inhibition,B,,,BAO_0000179,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N[C@@H](C)C(=O)NN(CC(=O)O)C(=O)[C@H]1O[C@@H]1C(=O)OCc1ccccc1,,,CHEMBL1149106,J Med Chem,2004,,,CHEMBL40135,,CHEMBL40135,,0,,64266,,1,0,,,k obs / 1,,,,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,k obs / 1,M-1 s-1,,,
,Not Determined,70477,[],CHEMBL653503,Tested for inhibition of granzyme B by the compound; ND = Not determined,B,,,BAO_0000179,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N[C@@H](C)C(=O)NN(CC(=O)O)C(=O)[C@H]1O[C@@H]1C(=O)OCc1ccccc1,,,CHEMBL1149106,J Med Chem,2004,,,CHEMBL40135,,CHEMBL40135,,0,,64231,,1,0,,,k obs / 1,,,,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,k obs / 1,M-1 s-1,,,
,,72311,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL415825,,CHEMBL415825,,0,http://qudt.org/vocab/unit#Percent,260015,=,1,1,=,,Inhibition,%,,47.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,47.0
,,73300,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL266194,,CHEMBL266194,,0,http://qudt.org/vocab/unit#Percent,260021,=,1,1,=,,Inhibition,%,,64.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,64.0
,,73301,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@H](Cc1ccccc1)[C@@H](O)C(=O)N1CSC(C)(C)C1C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL406710,,CHEMBL406710,,0,http://qudt.org/vocab/unit#Percent,260031,=,1,1,=,,Inhibition,%,,34.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,34.0
,,74375,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL263431,,CHEMBL263431,,0,http://qudt.org/vocab/unit#Percent,260011,<,1,1,<,,Inhibition,%,,20.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,20.0
,,76678,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL408272,,CHEMBL408272,,0,http://qudt.org/vocab/unit#Percent,260034,<,1,1,<,,Inhibition,%,,20.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,20.0
,,77711,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL134548,,CHEMBL134548,,0,http://qudt.org/vocab/unit#Percent,260025,=,1,1,=,,Inhibition,%,,57.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,57.0
,,78856,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL406146,HGLUVALLEUPNSASPALAGLUPHEOH,CHEMBL406146,,0,http://qudt.org/vocab/unit#Percent,260010,>,1,1,>,,Inhibition,%,,90.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,90.0
,,78857,[],CHEMBL653511,Inhibitory activity against Beta-secretase 1 was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,"{'bei': '6.39', 'le': '0.12', 'lle': '7.82', 'sei': '1.60'}",,CHEMBL406146,HGLUVALLEUPNSASPALAGLUPHEOH,CHEMBL406146,6.38,0,http://www.openphacts.org/units/Nanomolar,260010,=,1,1,=,,IC50,nM,,413.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,IC50,nM,UO_0000065,,413.0
,,78858,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL267671,,CHEMBL267671,,0,http://qudt.org/vocab/unit#Percent,260029,=,1,1,=,,Inhibition,%,,41.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,41.0
,,80011,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1CSC(C)(C)C1C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL405680,,CHEMBL405680,,0,http://qudt.org/vocab/unit#Percent,260019,=,1,1,=,,Inhibition,%,,34.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,34.0
,,80012,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL438013,,CHEMBL438013,,0,http://qudt.org/vocab/unit#Percent,260028,=,1,1,=,,Inhibition,%,,60.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,60.0
,,82296,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL135547,,CHEMBL135547,,0,http://qudt.org/vocab/unit#Percent,260007,<,1,1,<,,Inhibition,%,,20.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,20.0
,,83280,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL428007,,CHEMBL428007,,0,http://qudt.org/vocab/unit#Percent,260030,=,1,1,=,,Inhibition,%,,30.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,30.0
,,85368,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL262792,,CHEMBL262792,,0,http://qudt.org/vocab/unit#Percent,260036,=,1,1,=,,Inhibition,%,,36.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,36.0
,,85369,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL263435,,CHEMBL263435,,0,http://qudt.org/vocab/unit#Percent,260024,=,1,1,=,,Inhibition,%,,57.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,57.0
,,86239,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL264588,,CHEMBL264588,,0,http://qudt.org/vocab/unit#Percent,260016,=,1,1,=,,Inhibition,%,,22.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,22.0
,,88357,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL217267,,CHEMBL217267,,0,http://qudt.org/vocab/unit#Percent,260012,<,1,1,<,,Inhibition,%,,20.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,20.0
,,88358,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL216568,,CHEMBL216568,,0,http://qudt.org/vocab/unit#Percent,260023,=,1,1,=,,Inhibition,%,,67.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,67.0
,,90243,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL216581,,CHEMBL216581,,0,http://qudt.org/vocab/unit#Percent,260008,=,1,1,=,,Inhibition,%,,25.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,25.0
,,90244,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL412828,,CHEMBL412828,,0,http://qudt.org/vocab/unit#Percent,260027,=,1,1,=,,Inhibition,%,,78.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,78.0
,,93290,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL435597,,CHEMBL435597,,0,http://qudt.org/vocab/unit#Percent,260013,=,1,1,=,,Inhibition,%,,53.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,53.0
,,93291,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL135968,,CHEMBL135968,,0,http://qudt.org/vocab/unit#Percent,260017,<,1,1,<,,Inhibition,%,,20.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,20.0
,,95280,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC[C@@H](C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL1790988,,CHEMBL1790988,,0,http://qudt.org/vocab/unit#Percent,260033,=,1,1,=,,Inhibition,%,,26.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,26.0
,,95281,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL406209,,CHEMBL406209,,0,http://qudt.org/vocab/unit#Percent,260020,=,1,1,=,,Inhibition,%,,41.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,41.0
,,96297,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL216903,,CHEMBL216903,,0,http://qudt.org/vocab/unit#Percent,260037,=,1,1,=,,Inhibition,%,,24.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,24.0
,,98438,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL428269,,CHEMBL428269,,0,http://qudt.org/vocab/unit#Percent,260026,=,1,1,=,,Inhibition,%,,56.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,56.0
,,100298,[],CHEMBL653513,Inhibition of beta-secretase 1 (BACE) was determined at the concentration of 2 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,CHEMBL1136466,Bioorg Med Chem Lett,2003,,,CHEMBL264464,,CHEMBL264464,,0,http://qudt.org/vocab/unit#Percent,260009,=,1,1,=,,Inhibition,%,,30.0,CHEMBL4822,Homo sapiens,Beta-secretase 1,9606,,,Inhibition,%,UO_0000187,,30.0
